addr:housenumber,addr:street,addr:city,addr:state,addr:postcode,addr:country,brand,brand:website,brand:phone,opening_hours,motorcar,access,frequency,Latitude,Longitude,ref:afdc,start_date,check_date,socket:type1,socket:type1:output,socket:type1_combo,socket:type1_combo:output,socket:chademo,socket:chademo:output,socket:nacs,socket:nacs:output,amenity
4401,Granite Drive,Rocklin,CA,95677,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.798412,-121.212295,158968,2020-06-12,2025-07-23,,,1,24,,,,,charging_station
4780,North Service Road,St. Peters,MO,63376,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.799293,-90.599378,312461,2023-10-06,2025-07-23,,,1,62,1,62,,,charging_station
333,3rd Avenue,Gallipolis,OH,45631,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.807624,-82.207262,168177,2020-11-06,2025-07-23,,,1,62,1,62,,,charging_station
333,3rd Avenue,Gallipolis,OH,45631,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.807673,-82.207329,181671,2021-01-27,2025-07-23,,,1,62,1,62,,,charging_station
200,South Pickett Street,Alexandria,VA,22304,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.808699,-77.122703,203128,2021-12-29,2025-07-23,,,1,24,,,,,charging_station
1050,Sunset Boulevard,Rocklin,CA,95765,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.814028,-121.286954,335533,2024-05-05,2025-07-23,,,1,125,1,125,,,charging_station
1050,Sunset Boulevard,Rocklin,CA,95765,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.814091,-121.286964,335536,2024-05-05,2025-07-23,,,1,125,1,125,,,charging_station
1050,Sunset Boulevard,Rocklin,CA,95765,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.814261,-121.287104,335535,2024-05-05,2025-07-23,,,1,125,1,125,,,charging_station
1050,Sunset Boulevard,Rocklin,CA,95765,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.814284,-121.287129,335534,2024-05-05,2025-07-23,,,1,125,1,125,,,charging_station
1050,Sunset Boulevard,Rocklin,CA,95765,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.814358,-121.287168,335537,2024-05-05,2025-07-23,,,1,125,1,125,,,charging_station
1050,Sunset Boulevard,Rocklin,CA,95765,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.814377,-121.287183,335538,2024-05-05,2025-07-23,,,1,125,1,125,,,charging_station
499,East Veterans Memorial Parkway,Warrenton,MO,63383,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.819828,-91.143486,151919,2019-12-31,2025-07-23,,,1,125,1,125,,,charging_station
499,East Veterans Memorial Parkway,Warrenton,MO,63383,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.819828,-91.143442,174899,2021-01-27,2025-07-23,,,1,125,1,125,,,charging_station
130,South Nevada Avenue,Colorado Springs,CO,80903,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.831154,-104.822235,188005,2021-04-27,2025-07-23,,,1,125,1,125,,,charging_station
130,South Nevada Avenue,Colorado Springs,CO,80903,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.831179,-104.822236,188004,2021-04-27,2025-07-23,,,1,125,1,125,,,charging_station
912,South Main Street,Buena Vista,CO,81211,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.841663,-106.120105,121684,2019-04-25,2025-07-23,,,1,62,1,62,,,charging_station
495,El Paso Boulevard,Manitou Springs,CO,80829,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.858484,-104.909925,306434,2023-08-05,2025-07-23,,,1,62,1,62,,,charging_station
1911,East Edwardsville Road,Wood River,IL,62095,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.859264,-90.067847,389432,2025-04-08,2025-07-23,,,1,24,,,,,charging_station
1770,Ritchie Station CT Ritchie Station Marke,CAPITOL HEIGHTS,MD,20743,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.865332,-76.84884,203292,2021-12-30,2025-07-23,,,1,62,1,62,,,charging_station
1770,Ritchie Station Court,Forestville,MD,20747,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.865584,-76.849407,237750,2022-12-09,2025-07-23,,,1,62,1,62,,,charging_station
1720,Ritchie Station Court,Capitol Heights,MD,20743,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.866367,-76.849883,383829,2025-02-08,2025-07-23,,,1,62,1,62,,,charging_station
306,Maroon Avenue,Crested Butte,CO,81224,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.870388,-106.98525,163729,2020-07-01,2025-07-23,,,1,62,1,62,,,charging_station
2757,Hartland Road,Falls Church,VA,22043,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.877745,-77.222397,154787,2020-03-27,2025-07-23,,,1,62,1,62,,,charging_station
1845,East Santa Fe Street,Olathe,KS,66062,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.883155,-94.786434,387781,2025-03-14,2025-07-23,,,2,120,,,,,charging_station
1845,East Santa Fe Street,Olathe,KS,66062,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.88316,-94.78626,387780,2025-03-14,2025-07-23,,,2,120,,,,,charging_station
388,South Grand Mesa Drive,Cedaredge,CO,81413,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.897064,-107.926205,332130,2024-04-12,2025-07-23,,,1,62,,,1,62,charging_station
165,Magnolia Avenue,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.89982,-121.067582,186085,2021-03-11,2025-07-23,,,1,62,1,62,,,charging_station
145,Magnolia Avenue,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.899922,-121.06751,204629,2022-01-11,2025-07-23,,,1,62,1,62,,,charging_station
138,Magnolia Avenue,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.899975,-121.067492,204502,2022-01-08,2025-07-23,,,1,62,1,62,,,charging_station
138,Magnolia Avenue,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.900005,-121.067434,204630,2022-01-11,2025-07-23,,,1,62,1,62,,,charging_station
120,Grass Valley Highway,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.902266,-121.073321,201240,2021-11-17,2025-07-23,,,1,40,1,40,,,charging_station
120,Grass Valley Highway,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.902281,-121.073297,201241,2021-11-17,2025-07-23,,,1,62,1,62,,,charging_station
2012,Lake Tahoe Boulevard,South Lake Tahoe,CA,96150,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.913263,-120.003719,168516,2020-11-17,2025-07-23,,,1,62,1,62,,,charging_station
2012,Lake Tahoe Boulevard,South Lake Tahoe,CA,96150,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.913303,-120.003678,181723,2021-01-27,2025-07-23,,,1,62,1,62,,,charging_station
112,Northeast Front Street,Milford,DE,19963,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.914486,-75.426467,328598,2024-02-16,2025-07-23,,,1,125,1,125,,,charging_station
112,Northeast Front Street,Milford,DE,19963,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.914555,-75.426478,329984,2024-03-07,2025-07-23,,,1,125,1,125,,,charging_station
108,Silicato Parkway,Milford,DE,19963,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.927238,-75.417969,172369,2021-01-27,2025-07-23,,,1,50,1,50,,,charging_station
108,Silicato Parkway,Milford,DE,19963,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.927247,-75.417979,81354,2017-02-10,2025-07-23,,,1,50,1,50,,,charging_station
2829,Iowa Street,Lawrence,KS,66047,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.932337,-95.261011,238486,2022-12-20,2025-07-23,,,1,62,1,62,,,charging_station
2829,Iowa Street,Lawrence,KS,66047,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.932355,-95.261008,238487,2022-12-20,2025-07-23,,,1,62,1,62,,,charging_station
611,Lafayette Street,Cape May,NJ,08204,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.935011,-74.922172,327720,2024-02-07,2025-07-23,,,1,125,1,125,,,charging_station
611,Lafayette Street,Cape May,NJ,08204,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.935083,-74.922251,327722,2024-02-07,2025-07-23,,,1,125,1,125,,,charging_station
3105,Solomons Island Road,Edgewater,MD,21037,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.938971,-76.564245,354736,2024-08-31,2025-07-23,,,1,62,1,62,,,charging_station
3101,Solomons Island Road,Edgewater,MD,21037,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.939342,-76.564564,354733,2024-08-31,2025-07-23,,,1,31,1,31,,,charging_station
1395,US Highway 395 North,Gardnerville,NV,89410,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.939673,-119.746349,165196,2020-08-13,2025-07-23,,,1,62,1,62,,,charging_station
11027,Us-24,Divide,CO,80814,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.941731,-105.158417,260490,2023-05-09,2025-07-23,,,1,62,1,62,,,charging_station
11027,Us-24,Divide,CO,80814,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.941759,-105.158419,260491,2023-05-09,2025-07-23,,,1,62,1,62,,,charging_station
2700,Bell Road,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.942535,-121.095912,206331,2022-02-12,2025-07-23,,,1,62,1,62,,,charging_station
2700,East Bell Road,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.942562,-121.09592,201409,2021-11-19,2025-07-23,,,1,125,1,125,,,charging_station
2700,Bell Road,Auburn,CA,95603,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.942587,-121.095927,201410,2021-11-19,2025-07-23,,,1,125,,,1,125,charging_station
,,Kingdom City,MO,65262,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.943123,-91.942439,189732,2021-05-15,2025-07-23,,,1,125,1,125,,,charging_station
,,Kingdom City,MO,65262,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.943131,-91.942589,189733,2021-05-15,2025-07-23,,,1,125,1,125,,,charging_station
8105,North Academy Boulevard,Colorado Springs,CO,80920,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.94922,-104.80317,260189,2023-05-02,2025-07-23,,,1,125,1,125,,,charging_station
8105,North Academy Boulevard,Colorado Springs,CO,80920,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.949233,-104.803144,260188,2023-05-02,2025-07-23,,,1,125,1,125,,,charging_station
1580,Auto Mall Loop,Colorado Springs,CO,80920,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.953045,-104.79413,202675,2021-12-16,2025-07-23,,,1,24,,,,,charging_station
1710,Interstate 70 Drive Southwest,Columbia,MO,65203,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.964615,-92.364746,206748,2022-02-19,2025-07-23,,,1,62,,,1,62,charging_station
7020,Arlington Road,Bethesda,MD,20814,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.980197,-77.099065,189304,2021-05-06,2025-07-23,,,1,62,1,62,,,charging_station
7301,Waverly Street Enter By Hilton Garden Inn I,Bethesda,MD,20814,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.98308,-77.09199,235284,2022-10-27,2025-07-23,,,1,62,1,62,,,charging_station
161,Defense Highway,Annapolis,MD,21401,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.984928,-76.557039,303927,2023-08-02,2025-07-23,,,1,200,,,1,200,charging_station
161,Defense Highway,Annapolis,MD,21401,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.984938,-76.557073,303928,2023-08-02,2025-07-23,,,1,200,1,200,,,charging_station
4500,New Jersey Avenue,Wildwood,NJ,08260,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.986186,-74.822543,351346,2024-07-23,2025-07-23,,,1,62,1,62,,,charging_station
4500,New Jersey Avenue,Wildwood,NJ,08260,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.986225,-74.822514,351345,2024-07-23,2025-07-23,,,1,62,1,62,,,charging_station
308,West Taylor Avenue,Wildwood,NJ,08260,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.986461,-74.82663,324406,2024-01-09,2025-07-23,,,1,125,1,125,,,charging_station
308,West Taylor Avenue,Wildwood,NJ,08260,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.986507,-74.826581,324407,2024-01-09,2025-07-23,,,1,125,1,125,,,charging_station
1245,Interquest Parkway,Colorado Springs,CO,80921,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.990377,-104.806092,231112,2022-10-01,2025-07-23,,,1,125,1,125,,,charging_station
1245,Interquest Parkway,Colorado Springs,CO,80921,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,38.990423,-104.806011,231111,2022-10-01,2025-07-23,,,1,125,1,125,,,charging_station
7050,West Frontage Road,Merriam,KS,66203,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.000832,-94.695694,226818,2022-09-01,2025-07-23,,,1,62,1,62,,,charging_station
6149,Hopeful Church Road,Florence,KY,41042,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.00227,-84.655751,308085,2023-08-30,2025-07-23,,,1,62,1,62,,,charging_station
3149,Southwest South Kansas Avenue,Topeka,KS,66611,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.009562,-95.682431,252992,2023-02-02,2025-07-23,,,1,50,1,50,,,charging_station
21710,Auto World Cir,Sterling,VA,20166,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.012102,-77.439959,235910,2022-11-10,2025-07-23,,,1,125,1,125,,,charging_station
21710,Auto World Cir,Sterling,VA,20166,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.012206,-77.440215,235657,2022-11-04,2025-07-23,,,1,125,1,125,,,charging_station
21710,Auto World Cir,Sterling,VA,20166,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.012223,-77.440258,235658,2022-11-04,2025-07-23,,,1,125,1,125,,,charging_station
21710,Auto World Cir,Sterling,VA,20166,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.012256,-77.44015,235659,2022-11-04,2025-07-23,,,1,125,1,125,,,charging_station
850,Revell Highway,Annapolis,MD,21409,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.013983,-76.406668,237234,2022-12-06,2025-07-23,,,1,62,1,62,,,charging_station
850,Revell Highway,Annapolis,MD,21409,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.013991,-76.406644,251848,2023-01-25,2025-07-23,,,1,125,1,125,,,charging_station
850,Revell Highway,Annapolis,MD,21409,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.013999,-76.406627,251849,2023-01-25,2025-07-23,,,1,125,1,125,,,charging_station
8000,Southeast I-70 Hwy @ KS Turnpike - Topeka East,Topeka OCL,KS,66542,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.01954,-95.50789,174286,2021-01-27,2025-07-23,,,1,125,1,125,,,charging_station
8000,Southeast I-70 Highway @ KS Turnpike - Topeka East,Topeka OCL,KS,66542,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.01963,-95.50789,143489,2019-08-15,2025-07-23,,,1,125,1,125,,,charging_station
209,Kansas Turnpike @ KS Turnpike - Lawrence,Lawrence OCL,KS,66044,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.020358,-95.134667,197946,2021-10-21,2025-07-23,,,1,62,1,62,,,charging_station
209,Kansas Turnpike @Kansas Turnpike Lawrence Eas,Lawrence OCL,KS,66044,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.020507,-95.134759,330912,2024-03-21,2025-07-23,,,1,62,1,62,,,charging_station
2980,Us-50,Grand Junction,CO,81503,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.025651,-108.500434,224674,2022-07-31,2025-07-23,,,1,24,,,,,charging_station
11355,Seven Locks Road,Potomac,MD,20854,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.042534,-77.157589,169969,2020-12-08,2025-07-23,,,1,62,1,62,,,charging_station
11355,Seven Locks Road,Potomac,MD,20854,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.042574,-77.157597,217285,2022-05-10,2025-07-23,,,1,62,1,62,,,charging_station
11355,Seven Locks Road,Potomac,MD,20854,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.042602,-77.157602,181765,2021-01-27,2025-07-23,,,1,62,1,62,,,charging_station
11355,Seven Locks Road,Potomac,MD,20854,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.042624,-77.157612,217284,2022-05-10,2025-07-23,,,1,62,1,62,,,charging_station
818,South Kansas Avenue,Topeka,KS,66612,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.048307,-95.674606,329632,2024-03-01,2025-07-23,,,1,62,1,62,,,charging_station
20626,Easthampton Plaza,Ashburn,VA,20147,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.052538,-77.452191,374460,2024-12-21,2025-07-23,,,1,400,,,1,400,charging_station
20626,Easthampton Plaza,Ashburn,VA,20147,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.052596,-77.452202,374548,2024-12-24,2025-07-23,,,1,400,,,1,400,charging_station
20626,Easthampton Plaza,Ashburn,VA,20147,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.052655,-77.45221,374547,2024-12-24,2025-07-23,,,1,400,,,1,400,charging_station
20626,Easthampton Plaza,Ashburn,VA,20147,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.052791,-77.452232,374545,2024-12-24,2025-07-23,,,,,,,1,400,charging_station
42411,Charles Chancey Drive,Pomeroy,OH,45769,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.05698,-82.002465,226088,2022-08-23,2025-07-23,,,1,62,1,62,,,charging_station
3301,Briggs Chaney Road,Silver Spring,MD,20904,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.077401,-76.944685,326821,2024-01-27,2025-07-23,,,1,62,,,1,62,charging_station
1516,South Canyon Way,Colfax,CA,95713,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.085081,-120.955402,176333,2021-01-27,2025-07-23,,,1,62,1,62,,,charging_station
1516,South Canyon Way,Colfax,CA,95713,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.085122,-120.95537,205440,2022-01-28,2025-07-23,,,1,62,1,62,,,charging_station
1117,State Rte 32,Batavia,OH,45103,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.090672,-84.250093,355229,2024-09-10,2025-07-23,,,1,200,1,200,,,charging_station
1117,State Rte 32,Batavia,OH,45103,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.091087,-84.252683,386913,2025-02-27,2025-07-23,,,1,62,,,1,62,charging_station
1117,State Rte 32,Batavia,OH,45103,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.09205,-84.254819,386965,2025-02-27,2025-07-23,,,1,31,,,1,31,charging_station
621,24 Road,Grand Junction,CO,81505,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.095448,-108.608587,308242,2023-08-31,2025-07-23,,,1,125,1,125,,,charging_station
621,24 Road,Grand Junction,CO,81505,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.095452,-108.608652,321337,2023-12-05,2025-07-23,,,1,125,1,125,,,charging_station
621,24 Road,Grand Junction,CO,81505,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.095453,-108.608619,308369,2023-09-01,2025-07-23,,,1,125,1,125,,,charging_station
2398,Patterson Road,Grand Junction,CO,81505,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.095457,-108.608683,321346,2023-12-05,2025-07-23,,,1,125,1,125,,,charging_station
723,Horizon Drive,Grand Junction,CO,81506,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.109635,-108.542347,118890,2019-02-27,2025-07-23,,,1,62,1,62,,,charging_station
100,Edison Park Drive Level 3,Gaithersburg,MD,20878,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.113015,-77.235113,299416,2023-06-29,2025-07-23,,,1,62,1,62,,,charging_station
2162,Highway 6 And 50,Grand Junction,CO,81505,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.11486,-108.65301,233506,2022-10-14,2025-07-23,,,1,62,1,62,,,charging_station
2154,Us-50,Grand Junction,CO,81505,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.11486,-108.653008,233507,2022-10-14,2025-07-23,,,1,62,1,62,,,charging_station
6,West Lebanon Road,Dover,DE,19901,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.117777,-75.516134,172097,2021-01-27,2025-07-23,,,1,50,1,50,,,charging_station
6,West Lebanon Road,Dover,DE,19901,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.117778,-75.51617,80911,2017-01-18,2025-07-23,,,1,50,1,50,,,charging_station
1001,Us-40,Oakley,KS,67748,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.119069,-100.809511,256985,2023-03-24,2025-07-23,,,1,125,1,125,,,charging_station
1001,Us-40,Oakley,KS,67748,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.120201,-100.81109,256984,2023-03-24,2025-07-23,,,1,125,1,125,,,charging_station
10,Primrose Street,Palmer Lake,CO,80133,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.123063,-104.914042,352269,2024-08-09,2025-07-23,,,1,125,1,125,,,charging_station
10,Primrose Street,Palmer Lake,CO,80133,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.123092,-104.914032,350871,2024-07-20,2025-07-23,,,1,125,1,125,,,charging_station
3555,South Carson Street,Carson City,NV,89701,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.133988,-119.768924,325038,2024-01-11,2025-07-23,,,1,125,,,1,125,charging_station
3555,South Carson Street,Carson City,NV,89701,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.13511,-119.768299,325037,2024-01-11,2025-07-23,,,1,125,,,1,125,charging_station
2861,Jessup Road,Jessup,MD,20794,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.14194,-76.762572,154531,2020-03-18,2025-07-23,,,1,62,1,62,,,charging_station
2861,Jessup Road,Jessup,MD,20794,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.142144,-76.762608,175390,2021-01-27,2025-07-23,,,1,62,1,62,,,charging_station
711,East Perkins Street,Ukiah,CA,95482,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.151509,-123.194623,213585,2022-04-08,2025-07-23,,,1,62,1,62,,,charging_station
711,East Perkins Street,Ukiah,CA,95482,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.151512,-123.194658,170188,2020-12-16,2025-07-23,,,1,40,1,40,,,charging_station
591,South Dupont Highway,Dover,DE,19901,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.152911,-75.511947,299244,2023-06-29,2025-07-23,,,1,62,1,62,,,charging_station
591,South Dupont Highway,Dover,DE,19901,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.152947,-75.511919,299245,2023-06-29,2025-07-23,,,1,62,1,62,,,charging_station
1441,Liberty Drive,Bloomington,IN,47403,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.155139,-86.575287,332551,2024-04-18,2025-07-23,,,1,62,1,62,,,charging_station
1441,Liberty Drive,Bloomington,IN,47403,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.155139,-86.575223,332722,2024-04-21,2025-07-23,,,1,62,1,62,,,charging_station
151,North Elm Street,Fruita,CO,81521,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.159892,-108.730656,306339,2023-08-04,2025-07-23,,,1,125,1,125,,,charging_station
151,North Elm Street,Fruita,CO,81521,US,ChargePoint,https://www.chargepoint.com,+1 888-758-4389,24/7,designated,yes,0,39.159912,-108.730612,306338,2023-08-04,2025-07-23,,,1,125,1,125,,,charging_station
